Error,Type
0.0969544770102254,FGr
0.0259791695504243,PC1
0.0267777522501642,PC2
0.0582607946680692,PC3
0.121291950181905,PC4
0.126219280906036,PC5
0.164105653942495,PC6
0.170879894094196,PC7
0.29100140872893,PC8
0.304134136472244,PC9
0.317412298914445,PC10
0.354390510071371,PC11
0.373493027171609,PC12
0.485841748358317,PC13
0.511990735624081,PC14
0.535957436115924,PC15
0.55289342898443,PC16
0.587769776369774,PC17
0.618868028252211,PC18
0.657129452643137,PC19
0.676426546475532,PC20
0.713185787571947,PC21
0.739146162118348,PC22
0.765181675558788,PC23
0.791303199522855,PC24
0.812374461311745,PC25
0.827345633491939,PC26
0.85010031925686,PC27
0.860751287062646,PC28
0.880427927454936,PC29
0.88428186671971,PC30
0.893172862128216,PC31
0.899199441202732,PC32
0.904839240192735,PC33
0.915463742522325,PC34
0.922782725133426,PC35
0.925644434977349,PC36
0.92511312210458,PC37
0.929455420638885,PC38
0.93410782412741,PC39
0.932964557025876,PC40
0.9413315198205,PC41
0.945767854583277,PC42
0.950371528875868,PC43
0.945137946043026,PC44
0.948359489598221,PC45
0.946909068161537,PC46
0.951119245731106,PC47
0.951864672651685,PC48
0.957623161193599,PC49
0.956933480208854,PC50
0.959601117322189,PC51
0.961380613611598,PC52
0.961783645055098,PC53
0.964225649621836,PC54
0.962855423821423,PC55
0.966475851463967,PC56
0.966061445322288,PC57
0.967532823396236,PC58
0.970606331117765,PC59
0.970186950034801,PC60
0.971451920756375,PC61
0.97301876413411,PC62
0.969751317071014,PC63
0.971295074815201,PC64
0.972162480169625,PC65
0.975724524207474,PC66
0.972565861456362,PC67
0.972072153976075,PC68
0.977799102410416,PC69
0.979658714308887,PC70
0.977337365062076,PC71
0.977371356786847,PC72
0.980191001267811,PC73
0.979824658033541,PC74
0.979506558321847,PC75
0.979554307028662,PC76
0.980734422708535,PC77
0.980950160458244,PC78
0.982063241739672,PC79
0.981190072692137,PC80
0.981510791131666,PC81
0.982898002577532,PC82
0.983842210097512,PC83
0.982770487311547,PC84
0.981697792976451,PC85
0.983414960700042,PC86
0.985032737966758,PC87
0.98417012205029,PC88
0.984094542361529,PC89
0.986925496596131,PC90
0.985688860601206,PC91
0.986358850822712,PC92
0.985199635203621,PC93
0.988040116305812,PC94
0.986436704313733,PC95
0.986864831792365,PC96
0.986821406055818,PC97
0.989200051956004,PC98
0.988905074102618,PC99
0.988442953668887,PC100
