Error,Type
0.180318732633636,FGr
0.0511408093541538,PC1
0.0531066370419224,PC2
0.111891913334176,PC3
0.222663940674334,PC4
0.23304332555702,PC5
0.295830999109758,PC6
0.313218556459794,PC7
0.494627900386442,PC8
0.525746114679783,PC9
0.553492906211851,PC10
0.594473405934704,PC11
0.657273636288018,PC12
0.726230943678669,PC13
0.772195258968734,PC14
0.794354459446065,PC15
0.810513403850963,PC16
0.822827235295224,PC17
0.839799264689842,PC18
0.855482638766924,PC19
0.867502113290236,PC20
0.873181868019836,PC21
0.88764554482614,PC22
0.886937175632057,PC23
0.900191263456831,PC24
0.903351417546603,PC25
0.906892810018635,PC26
0.907834382741846,PC27
0.916400733981963,PC28
0.920979172690788,PC29
0.924198910071563,PC30
0.925736045639152,PC31
0.926994683481326,PC32
0.928544329605645,PC33
0.930055870523596,PC34
0.933454961850884,PC35
0.933712009664708,PC36
0.940598497887853,PC37
0.942542052320869,PC38
0.942295204330307,PC39
0.944828592989939,PC40
0.947551452833518,PC41
0.95092011492589,PC42
0.947401482888123,PC43
0.951055147032026,PC44
0.954683214179398,PC45
0.950422507407061,PC46
0.955485735001311,PC47
0.95753659471572,PC48
0.954235028761145,PC49
0.95528833220733,PC50
0.95661941195422,PC51
0.959905283113942,PC52
0.958899858058603,PC53
0.961726023011832,PC54
0.962642748392816,PC55
0.964074120231755,PC56
0.964132878170843,PC57
0.965056450223981,PC58
0.966951591031466,PC59
0.968456252170195,PC60
0.96744416026388,PC61
0.968577955008438,PC62
0.96802793124912,PC63
0.968272455679333,PC64
0.971031434742485,PC65
0.973407016456765,PC66
0.97158687292825,PC67
0.972584032473555,PC68
0.971024026565215,PC69
0.970655892988078,PC70
0.97129921872406,PC71
0.973361277534912,PC72
0.975568298109584,PC73
0.973932608223074,PC74
0.972710907529441,PC75
0.971932577564744,PC76
0.976176843676141,PC77
0.975405327187836,PC78
0.978632660272242,PC79
0.978065174739558,PC80
0.977459466986406,PC81
0.97688317926164,PC82
0.977250356695202,PC83
0.977525229407707,PC84
0.976200673051878,PC85
0.979263347568675,PC86
0.978965685382798,PC87
0.979624771605139,PC88
0.978620425141247,PC89
0.981430648172666,PC90
0.981061751271828,PC91
0.980592573550978,PC92
0.981393318939391,PC93
0.983289206208896,PC94
0.983856434918656,PC95
0.981101582958688,PC96
0.983268908756255,PC97
0.982192919073478,PC98
0.983579633549727,PC99
0.982086262603383,PC100
