Error,Type
0.0418257916495782,FGr
0.0118157225536068,PC1
0.0121308431431398,PC2
0.0266574063122139,PC3
0.0570834001340072,PC4
0.0588334024490623,PC5
0.0774707100469669,PC6
0.0801657215329258,PC7
0.143133049778326,PC8
0.148616769568027,PC9
0.154385148372419,PC10
0.175868596087894,PC11
0.181900219052855,PC12
0.254392563070272,PC13
0.266382420957835,PC14
0.271147837202406,PC15
0.283654955815448,PC16
0.300708532488049,PC17
0.318381713741238,PC18
0.35487683178508,PC19
0.374369501270125,PC20
0.387948936956273,PC21
0.405512526430697,PC22
0.41630312506781,PC23
0.431824659539933,PC24
0.462211783232905,PC25
0.509229225276136,PC26
0.552063610555124,PC27
0.583930344387171,PC28
0.616481756976829,PC29
0.675955693171527,PC30
0.722432005674313,PC31
0.786487070329272,PC32
0.827309882889805,PC33
0.875465272736817,PC34
0.901728688235697,PC35
0.917335147940216,PC36
0.93581760596709,PC37
0.947197538765028,PC38
0.949614683037224,PC39
0.956480112754379,PC40
0.960631536084056,PC41
0.968307646010646,PC42
0.966129790990726,PC43
0.967177228152533,PC44
0.973889567114073,PC45
0.974003696334962,PC46
0.975626437640595,PC47
0.976891138187546,PC48
0.980044097153574,PC49
0.980875478043496,PC50
0.978203399924818,PC51
0.983074705093577,PC52
0.980939732253363,PC53
0.98561545298282,PC54
0.985415882398418,PC55
0.985731791069291,PC56
0.988153735709439,PC57
0.987510119397155,PC58
0.989427606115855,PC59
0.988708103752534,PC60
0.990013155099256,PC61
0.993456271375257,PC62
0.993317564165425,PC63
0.991733791329068,PC64
0.991875755151304,PC65
0.991783006617971,PC66
0.993715722830771,PC67
0.995710812922244,PC68
0.994352926419886,PC69
0.991804587413496,PC70
0.99522918694296,PC71
0.996791624828773,PC72
0.995763969049901,PC73
0.997183002048963,PC74
0.999202373862147,PC75
0.997470941597246,PC76
0.997574703939786,PC77
0.997245608433501,PC78
0.996509204646826,PC79
0.99833177774914,PC80
0.99838712049211,PC81
0.998409003149904,PC82
0.999561959503609,PC83
0.998694727845687,PC84
1.00066045903922,PC85
1.00042647310721,PC86
0.998829588998734,PC87
0.998374097014029,PC88
1.00018871984579,PC89
1.00084097027823,PC90
1.00257107925481,PC91
1.00126706249295,PC92
1.00002355136706,PC93
1.00139857901407,PC94
1.00098377433302,PC95
1.00173471592415,PC96
1.00059984722917,PC97
1.00218244908517,PC98
1.00131847167943,PC99
1.00239437767789,PC100
