Pop	avg_PRS	LAT	LONG
0	5.69067529473754e-05	0	0
1	0.00498922926234378	0	1
2	-0.0172871069041924	0	2
3	-0.00319657630419566	0	3
4	-0.0535589937437019	0	4
5	-0.0779522317588351	0	5
6	0.0205521539463136	1	0
7	-0.0177724161225583	1	1
8	-0.0157055618111996	1	2
9	0.0413141057434183	1	3
10	0.0380294656355775	1	4
11	0.000796596781968684	1	5
12	-0.00780585749058103	2	0
13	-0.0188280656936524	2	1
14	-0.0242662765413454	2	2
15	0.0460550886875536	2	3
16	0.0429703295350053	2	4
17	-0.00826068022488484	2	5
18	-0.0501743900413125	3	0
19	0.00693613527446561	3	1
20	-0.0531747082124348	3	2
21	-0.0261918228342461	3	3
22	-0.0204231607936244	3	4
23	-0.0223843050801483	3	5
24	-0.0184338558576231	4	0
25	0.40585101985792	4	1
26	0.0397832239415853	4	2
27	-0.00669035990155228	4	3
28	-0.0482941032498323	4	4
29	-0.0441490334636579	4	5
30	-0.106973242961992	5	0
31	-0.00512830462421121	5	1
32	-0.0808966840190491	5	2
33	-5.41910372559139e-06	5	3
34	0.0684316399247011	5	4
35	0.011787261394757	5	5
