Pop	avg_PRS	LAT	LONG
0	0.0590519655193303	0	0
1	0.0909819612029812	0	1
2	0.0187352716251171	0	2
3	-0.0457151967692288	0	3
4	-0.122619436532302	0	4
5	-0.132049436482256	0	5
6	0.0851272321788844	1	0
7	0.0469135176998183	1	1
8	-0.00268562670710124	1	2
9	-0.0589078910233428	1	3
10	-0.0937804384414913	1	4
11	-0.119985641174822	1	5
12	0.109030441820099	2	0
13	0.113543116426667	2	1
14	0.0340122435795552	2	2
15	-0.0553822385619247	2	3
16	-0.119708814213737	2	4
17	-0.185762477737385	2	5
18	0.21540261095361	3	0
19	0.262063408884332	3	1
20	0.0730103926417518	3	2
21	-0.082088539512641	3	3
22	-0.203420142519811	3	4
23	-0.243661844534728	3	5
24	0.345004006542333	4	0
25	0.721363646965012	4	1
26	0.202035597948767	4	2
27	-0.101033156674802	4	3
28	-0.280663238825073	4	4
29	-0.352054731808055	4	5
30	0.261606600396885	5	0
31	0.295531871730269	5	1
32	0.0424837664146176	5	2
33	-0.143414612756024	5	3
34	-0.265870251557152	5	4
35	-0.367093936698152	5	5
