Pop	avg_PRS	LAT	LONG
0	-0.16563710742794	0	0
1	-0.128143273213934	0	1
2	-0.191075334402749	0	2
3	-0.258607726122632	0	3
4	-0.334606111683379	0	4
5	-0.341178858313817	0	5
6	-0.0780568106227153	1	0
7	-0.101601725099463	1	1
8	-0.161625376290711	1	2
9	-0.218937527117875	1	3
10	-0.254495239955252	1	4
11	-0.273344945204514	1	5
12	0.049042658389616	2	0
13	0.0461302300366735	2	1
14	-0.0325449708668547	2	2
15	-0.0999767043189026	2	3
16	-0.163598190447607	2	4
17	-0.243470355057155	2	5
18	0.270999615322592	3	0
19	0.311387362053693	3	1
20	0.125465520950541	3	2
21	-0.0227025655671062	3	3
22	-0.139279318808836	3	4
23	-0.183164872938026	3	5
24	0.489350030049496	4	0
25	0.858157840014158	4	1
26	0.346644273058081	4	2
27	0.0595469128927474	4	3
28	-0.116573856682777	4	4
29	-0.181716023049081	4	5
30	0.470979512969414	5	0
31	0.501508170769769	5	1
32	0.25844724897566	5	2
33	0.0740990544835012	5	3
34	-0.038852446613677	5	4
35	-0.132569090160938	5	5
