Pop	avg_PRS	LAT	LONG
0	-0.570832203099923	0	0
1	-0.529502402696594	0	1
2	-0.514119491700794	0	2
3	-0.549428954088099	0	3
4	-0.547324801896119	0	4
5	-0.552396621797013	0	5
6	-0.492927853693	1	0
7	-0.378727985650914	1	1
8	-0.358260301491088	1	2
9	-0.387557381189858	1	3
10	-0.383754817530743	1	4
11	-0.420636532221927	1	5
12	-0.398231242761417	2	0
13	-0.259082044201585	2	1
14	-0.0407740454330274	2	2
15	-0.071040705435232	2	3
16	-0.0901432973332642	2	4
17	-0.101212005933252	2	5
18	-0.222933210834726	3	0
19	-0.147455287322526	3	1
20	0.0402668986781585	3	2
21	0.380659419209232	3	3
22	0.365015518241694	3	4
23	0.336932813927259	3	5
24	-0.127770068086636	4	0
25	-0.044163390239239	4	1
26	0.14180919077129	4	2
27	0.490677080707128	4	3
28	0.985811240685983	4	4
29	0.958054894603459	4	5
30	-0.097632316872501	5	0
31	0.00190576656091243	5	1
32	0.220594101525632	5	2
33	0.544415059776121	5	3
34	1.07441137275988	5	4
35	1.74535360406272	5	5
