Pop	avg_PRS	LAT	LONG
0	0.0022145529330889	0	0
1	0.0225346825766277	0	1
2	0.0394314666453998	0	2
3	0.00536564213374178	0	3
4	-0.00952236023849964	0	4
5	-0.0417595349292607	0	5
6	-0.00865184575822904	1	0
7	0.050163473538406	1	1
8	-0.00756917198665568	1	2
9	-0.022115212439527	1	3
10	0.0180350389254202	1	4
11	0.00680396019487769	1	5
12	-0.0265391801909227	2	0
13	-0.00399355314212248	2	1
14	0.0627030129927865	2	2
15	-0.0404481952300612	2	3
16	-0.0141597330909305	2	4
17	0.0408031280261429	2	5
18	0.00120796798176201	3	0
19	-0.0766750806376468	3	1
20	-0.0666649755229078	3	2
21	0.14025619107608	3	3
22	-0.0119323422596158	3	4
23	-0.0592514138142432	3	5
24	-0.0162556764371081	4	0
25	-0.041079541036913	4	1
26	-0.0499170704021336	4	2
27	-0.0157378005951158	4	3
28	0.181314573908565	4	4
29	-0.161078018314305	4	5
30	-0.0297791219648069	5	0
31	0.0362031900486072	5	1
32	0.0494297803546437	5	2
33	-0.0563097144878425	5	3
34	-0.102783311859536	5	4
35	0.205756193002234	5	5
