	V1	error	rep	config	gwas_size	test_size	L	type
272	56	0.222958348672432	A4	C2	1000	100	1000	PC1
273	57	0.0270480357503594	A4	C2	1000	100	10000	PC1
274	58	0.572141064061083	A4	C2	1000	1000	300	PC1
275	59	0.230022942500286	A4	C2	1000	1000	1000	PC1
276	60	0.0263173507896938	A4	C2	1000	1000	10000	PC1
277	61	0.532245016364668	A4	C2	1000	10000	300	PC1
278	62	0.222074116752551	A4	C2	1000	10000	1000	PC1
279	63	0.0280835220719874	A4	C2	1000	10000	10000	PC1
280	64	0.39779974124271	A4	C2	10000	100	300	PC1
281	65	0.175136174400991	A4	C2	10000	100	1000	PC1
282	66	0.0231491853255803	A4	C2	10000	100	10000	PC1
283	67	0.436219932990197	A4	C2	10000	1000	300	PC1
284	68	0.181426989084311	A4	C2	10000	1000	1000	PC1
285	69	0.0218213007667961	A4	C2	10000	1000	10000	PC1
286	70	0.406039879597327	A4	C2	10000	10000	300	PC1
287	71	0.20318715172933	A4	C2	10000	10000	1000	PC1
288	72	0.0228065901224914	A4	C2	10000	10000	10000	PC1
289	1	0.658146035145194	A5	C1	1000	100	300	FGr
290	2	0.457244691985198	A5	C1	1000	100	1000	FGr
291	3	0.0902931709845429	A5	C1	1000	100	10000	FGr
292	4	0.63105246853952	A5	C1	1000	1000	300	FGr
293	5	0.349605124317314	A5	C1	1000	1000	1000	FGr
294	6	0.0493664799032691	A5	C1	1000	1000	10000	FGr
295	7	0.627360294758814	A5	C1	1000	10000	300	FGr
296	8	0.332203308488907	A5	C1	1000	10000	1000	FGr
297	9	0.0441056244666158	A5	C1	1000	10000	10000	FGr
298	10	0.792461890892766	A5	C1	10000	100	300	FGr
299	11	0.461926935407758	A5	C1	10000	100	1000	FGr
300	12	0.0799999644022612	A5	C1	10000	100	10000	FGr
301	13	0.584839389811144	A5	C1	10000	1000	300	FGr
302	14	0.311852757968909	A5	C1	10000	1000	1000	FGr
303	15	0.0506242381220188	A5	C1	10000	1000	10000	FGr
