	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	stan-c	stan-nc	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	1	-0.00537321969074509	-0.05294300217	0	0.5	0	-0.00537321969074509	-0.05294300217	NoCorrection	10000	-0.865878888982348	-2.28891088655926	A1	C1	10000	10000	0	0.5	300	0
2	2	0.000983453308979903	-0.03494005862	0	1	0.1	0.000983453308979903	-0.03494005862	ID	10000	0.104978131751325	-1.64257920463777	A1	C1	10000	10000	0	0.5	300	0
3	3	-0.00848193803945016	-0.00779676245500003	0	0.6	0.5	-0.00848193803945016	-0.00779676245500003	NoCorrection	10000	-0.760270394736579	-0.43261058304123	A1	C1	10000	10000	0	0.5	300	0.01
4	4	-0.00711661215621984	-0.00048198743	0	0.6	1	-0.00711661215621984	-0.00048198743	ID	10000	-0.653463551701956	-0.0197902975952308	A1	C1	10000	10000	0	0.5	300	0.01
5	5	0.00778756019835018	0.102100718525001	0	0.5	0	0.00778756019835018	0.102100718525001	NoCorrection	10000	0.81792111125131	3.6234222209254	A1	C1	10000	10000	0	0.5	300	0.02
6	6	-0.00573160527335002	0.00955300687499968	0	0.4	0.6	-0.00573160527335002	0.00955300687499968	ID	10000	-0.526074871155816	0.356627055898854	A1	C1	10000	10000	0	0.5	300	0.02
7	7	0.01184528709402	0.0292722222950001	0	0.1	0.1	0.01184528709402	0.0292722222950001	NoCorrection	10000	1.50419755871351	1.02048021304179	A1	C1	10000	10000	0	0.5	300	0.03
8	8	0.00183968099084997	-0.027928546835	0	0.7	0.2	0.00183968099084997	-0.027928546835	ID	10000	0.302440323576782	-1.29198176511375	A1	C1	10000	10000	0	0.5	300	0.03
9	9	0.00957509649269986	0.08673571083	0	0.2	0	0.00957509649269986	0.08673571083	NoCorrection	10000	1.39896409898871	4.68006221941424	A1	C1	10000	10000	0	0.5	300	0.04
10	10	-0.00165845261504993	0.0239778756050001	0	0.7	0.1	-0.00165845261504993	0.0239778756050001	ID	10000	-0.19584617369187	1.1350289888764	A1	C1	10000	10000	0	0.5	300	0.04
11	11	0.02461577187472	0.2074715354	0	0	0	0.02461577187472	0.2074715354	NoCorrection	10000	2.15246082104511	4.90339881911202	A1	C1	10000	10000	0	0.5	300	0.05
12	12	-0.004104500320635	0.054094099855	0	0.6	0	-0.004104500320635	0.054094099855	ID	10000	-0.346822186502341	2.69805480374668	A1	C1	10000	10000	0	0.5	300	0.05
13	13	0.033539786913405	0.215586602835	0	0	0	0.033539786913405	0.215586602835	NoCorrection	10000	3.36560872130213	7.94349785403946	A1	C1	10000	10000	0	0.5	300	0.06
14	14	-0.00189285439302991	0.0269513697400001	0	1	0.3	-0.00189285439302991	0.0269513697400001	ID	10000	-0.182938617947139	1.13949919440604	A1	C1	10000	10000	0	0.5	300	0.06
15	15	0.0264838005961	0.20576001913	0	0.1	0	0.0264838005961	0.20576001913	NoCorrection	10000	1.89844411468401	13.8232703752986	A1	C1	10000	10000	0	0.5	300	0.07
16	16	-0.00892792659100005	0.0132395324949999	0	0.4	0.5	-0.00892792659100005	0.0132395324949999	ID	10000	-0.977029320879298	0.624312710643252	A1	C1	10000	10000	0	0.5	300	0.07
17	17	0.0348861292798626	0.2261768949	0	0	0	0.0348861292798626	0.2261768949	NoCorrection	10000	3.49174721011437	7.83685250681711	A1	C1	10000	10000	0	0.5	300	0.08
18	18	-0.0121128816174555	0.0476435753850002	0	0.2	0	-0.0121128816174555	0.0476435753850002	ID	10000	-1.57638717312051	2.90806943116224	A1	C1	10000	10000	0	0.5	300	0.08
19	19	0.0152192004304501	0.185598796665	0	0.1	0	0.0152192004304501	0.185598796665	NoCorrection	10000	1.758889772663	9.07806374748596	A1	C1	10000	10000	0	0.5	300	0.09
20	20	-0.0147564289715955	-0.00247758658000006	0	0	0.8	-0.0147564289715955	-0.00247758658000006	ID	10000	-1.95217849510711	-0.114973122164714	A1	C1	10000	10000	0	0.5	300	0.09
21	21	0.0487969027315501	0.243860058265	0	0	0	0.0487969027315501	0.243860058265	NoCorrection	10000	5.37814613808431	9.9945570661595	A1	C1	10000	10000	0	0.5	300	0.1
22	22	0.0063208660956	0.000131031459999731	0	0.3	1	0.0063208660956	0.000131031459999731	ID	10000	0.919076620619161	0.00955576352281708	A1	C1	10000	10000	0	0.5	300	0.1
23	23	0.00676552402862479	-0.00309988098500001	0	0.2	1	0.00676552402862479	-0.00309988098500001	NoCorrection	10000	1.2016927371516	-0.161315196327297	A1	C2	10000	10000	0	0.5	300	0
24	24	0.00671224036425004	-0.00118394845000051	0	0.1	1	0.00671224036425004	-0.00118394845000051	ID	10000	1.46770946373039	-0.0655726392612886	A1	C2	10000	10000	0	0.5	300	0
25	25	0.00242563911234998	-0.0152731517800001	0	0.4	0.3	0.00242563911234998	-0.0152731517800001	NoCorrection	10000	0.333669333656166	-1.02519587053601	A1	C2	10000	10000	0	0.5	300	0.01
26	26	0.00246994225659989	-0.0156320342050004	0	0.6	0.2	0.00246994225659989	-0.0156320342050004	ID	10000	0.541341779186124	-1.14324860979813	A1	C2	10000	10000	0	0.5	300	0.01
27	27	-0.00587950207014999	-0.00524182460000014	0	0.2	0.7	-0.00587950207014999	-0.00524182460000014	NoCorrection	10000	-1.00028414362262	-0.467393460090243	A1	C2	10000	10000	0	0.5	300	0.02
28	28	-0.00570440423165	-0.00626129959999952	0	0.3	0.5	-0.00570440423165	-0.00626129959999952	ID	10000	-1.19625385214292	-0.68469572181729	A1	C2	10000	10000	0	0.5	300	0.02
