	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	stan-c	stan-nc	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	1	-0.743886039100001	-0.0976838500000043	0	0.1	1	-0.743886039100001	-0.0976838500000043	J3	500	-2.01536875980329	-0.102697874265168	C2	C1	1000	1000	0	0.5	500	
2	2	0.345504530280007	0.748865745	0	0.3	0.5	0.345504530280007	0.748865745	J3	810	0.826923758938053	0.767149015943453	C2	C1	1000	1000	0	0.5	810	
3	3	0.0543209301	2.026923185	0	0.7	0	0.0543209301	2.026923185	J3	1320	0.278245263985638	3.66613472722063	C2	C1	1000	1000	0	0.5	1320	
4	4	0.114633128585	-0.314405939999998	0	0.6	0.5	0.114633128585	-0.314405939999998	J3	2100	0.681423557910611	-0.624070075937345	C2	C1	1000	1000	0	0.5	2100	
5	5	-0.0103671553649999	-0.0239500449999936	0	1	0.9	-0.0103671553649999	-0.0239500449999936	J3	3400	-0.0744052300004374	-0.0697746241130893	C2	C1	1000	1000	0	0.5	3400	
6	6	0.0602232098500004	0.277931362000001	0	0.4	0.5	0.0602232098500004	0.277931362000001	J3	5500	0.80130197583572	0.793461813090893	C2	C1	1000	1000	0	0.5	5500	
7	7	-0.12211192855	-0.2450871495	0	0.1	0	-0.12211192855	-0.2450871495	J3	9000	-2.44760855914925	-1.87256647735755	C2	C1	1000	1000	0	0.5	9000	
8	8	0.0313218801290001	-0.1129299105	0	0.2	0.3	0.0313218801290001	-0.1129299105	J3	14600	1.06863248466993	-1.06925108234139	C2	C1	1000	1000	0	0.5	14600	
9	9	0.0243173182799997	0.0176865929999997	0	0.5	1	0.0243173182799997	0.0176865929999997	J3	23600	0.713098856224634	0.214624202855333	C2	C1	1000	1000	0	0.5	23600	
10	10	-0.0563701901033592	0.0882601311999998	0	0.2	0.1	-0.0563701901033592	0.0882601311999998	J3	38200	-1.41376271041483	1.60380785378145	C2	C1	1000	1000	0	0.5	38200	
11	11	-0.0330402274816095	-0.0249641403499999	0	0.3	0.8	-0.0330402274816095	-0.0249641403499999	J3	61800	-0.92543959341722	-0.313786198883826	C2	C1	1000	1000	0	0.5	61800	
12	12	-0.0215521057856	-0.0733963045500002	0	0.8	0.2	-0.0215521057856	-0.0733963045500002	J3	1e+05	-0.574312001427102	-1.51881361017886	C2	C1	1000	1000	0	0.5	1e+05	
13	1	0.2600872125	0.711816750000007	0	0.4	0.8	0.2600872125	0.711816750000007	J3	500	0.932163183383365	0.516853820562922	C3	C1	1000	1000	0	0.5	500	
14	2	0.35332954213	1.091069215	0	0.2	0.2	0.35332954213	1.091069215	J3	810	1.28608124939972	1.33152428366227	C3	C1	1000	1000	0	0.5	810	
15	3	0.0202364590000034	1.68731229	0	0.7	0	0.0202364590000034	1.68731229	J3	1320	0.0871242663940864	2.80943132544984	C3	C1	1000	1000	0	0.5	1320	
