	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	config	gwas_size	test_size	h2	ts	num_causal	env
2628	36	-0.00438734805550004	-0.0444927769999997	0	0.542	0.009	-0.00438734805550004	-0.0444927769999997	ID	3400	C28	C1	1000	1000	0	0.5	3400	0
2629	37	0.00589420045000001	0.0286965710000001	0	0.553	0.199	0.00589420045000001	0.0286965710000001	1	3400	C28	C1	1000	1000	0	0.5	3400	1
2630	38	0.010656148539	0.057289977	0	0.3	0.014	0.010656148539	0.057289977	FGr	3400	C28	C1	1000	1000	0	0.5	3400	1
2631	39	0.010620828865	0.0601493485000002	0	0.295	0.007	0.010620828865	0.0601493485000002	NoCorrection	3400	C28	C1	1000	1000	0	0.5	3400	1
2632	40	-0.005513695342	0.0225481237499999	0	0.482	0.253	-0.005513695342	0.0225481237499999	ID	3400	C28	C1	1000	1000	0	0.5	3400	1
2633	41	0.014276977185	-0.0355773820999996	0	0.154	0.129	0.014276977185	-0.0355773820999996	1	5500	C28	C1	1000	1000	0	0.5	5500	0
2634	42	0.0143776631335	-0.02610578865	0	0.141	0.289	0.0143776631335	-0.02610578865	FGr	5500	C28	C1	1000	1000	0	0.5	5500	0
2635	43	0.014083274952	-0.0308066635000001	0	0.13	0.213	0.014083274952	-0.0308066635000001	NoCorrection	5500	C28	C1	1000	1000	0	0.5	5500	0
2636	44	0.0147184425988	-0.0405873678	0	0.147	0.1	0.0147184425988	-0.0405873678	ID	5500	C28	C1	1000	1000	0	0.5	5500	0
2637	45	-0.0123761105429999	-0.00709081939999984	0	0.292	0.784	-0.0123761105429999	-0.00709081939999984	1	5500	C28	C1	1000	1000	0	0.5	5500	1
2638	46	-0.00672757619750032	0.0314199175000001	0	0.581	0.298	-0.00672757619750032	0.0314199175000001	FGr	5500	C28	C1	1000	1000	0	0.5	5500	1
2639	47	-0.00598221840400039	0.01623613	0	0.617	0.591	-0.00598221840400039	0.01623613	NoCorrection	5500	C28	C1	1000	1000	0	0.5	5500	1
2640	48	-0.012923101225	0.00550938854999969	0	0.252	0.802	-0.012923101225	0.00550938854999969	ID	5500	C28	C1	1000	1000	0	0.5	5500	1
2641	49	0.014321385259	-0.0659779642999999	0	0.302	0.043	0.014321385259	-0.0659779642999999	1	9000	C28	C1	1000	1000	0	0.5	9000	0
2642	50	0.0138315706935	-0.0684147440499999	0	0.305	0.027	0.0138315706935	-0.0684147440499999	FGr	9000	C28	C1	1000	1000	0	0.5	9000	0
2643	51	0.0139971310225	-0.0609328042500001	0	0.277	0.052	0.0139971310225	-0.0609328042500001	NoCorrection	9000	C28	C1	1000	1000	0	0.5	9000	0
2644	52	0.0133287510885	-0.06980595185	0	0.351	0.025	0.0133287510885	-0.06980595185	ID	9000	C28	C1	1000	1000	0	0.5	9000	0
2645	53	-0.00482484609046003	-0.00168856795000013	0	0.777	0.972	-0.00482484609046003	-0.00168856795000013	1	9000	C28	C1	1000	1000	0	0.5	9000	1
2646	54	0.010774960437	0.0267365104999997	0	0.512	0.484	0.010774960437	0.0267365104999997	FGr	9000	C28	C1	1000	1000	0	0.5	9000	1
2647	55	0.011461186298	0.0238524544999999	0	0.527	0.528	0.011461186298	0.0238524544999999	NoCorrection	9000	C28	C1	1000	1000	0	0.5	9000	1
2648	56	-0.000134440743000044	-0.00075487734999995	0	0.995	0.985	-0.000134440743000044	-0.00075487734999995	ID	9000	C28	C1	1000	1000	0	0.5	9000	1
2649	57	0.0108731976909998	0.0181247912499998	0	0.582	0.633	0.0108731976909998	0.0181247912499998	1	14600	C28	C1	1000	1000	0	0.5	14600	0
2650	58	0.0128247875795001	0.0231331835	0	0.456	0.511	0.0128247875795001	0.0231331835	FGr	14600	C28	C1	1000	1000	0	0.5	14600	0
2651	59	0.013596701566	0.0231350598499998	0	0.47	0.538	0.013596701566	0.0231350598499998	NoCorrection	14600	C28	C1	1000	1000	0	0.5	14600	0
2652	60	0.0116527840602501	0.0198100143	0	0.531	0.609	0.0116527840602501	0.0198100143	ID	14600	C28	C1	1000	1000	0	0.5	14600	0
2653	61	0.00331660468099988	-0.0344117428500002	0	0.86	0.433	0.00331660468099988	-0.0344117428500002	1	14600	C28	C1	1000	1000	0	0.5	14600	1
2654	62	0.0286258882215	0.0620615200000001	0	0.192	0.202	0.0286258882215	0.0620615200000001	FGr	14600	C28	C1	1000	1000	0	0.5	14600	1
2655	63	0.0308539901296	0.0624862545	0	0.137	0.217	0.0308539901296	0.0624862545	NoCorrection	14600	C28	C1	1000	1000	0	0.5	14600	1
2656	64	0.00244291768439993	-0.0285107906499999	0	0.887	0.5	0.00244291768439993	-0.0285107906499999	ID	14600	C28	C1	1000	1000	0	0.5	14600	1
2657	65	-0.00200743021319985	0.0730760448000001	0	0.945	0.151	-0.00200743021319985	0.0730760448000001	1	23600	C28	C1	1000	1000	0	0.5	23600	0
2658	66	-0.00288618316399973	0.0715952321999999	0	0.886	0.161	-0.00288618316399973	0.0715952321999999	FGr	23600	C28	C1	1000	1000	0	0.5	23600	0
2659	67	-0.00163280510929988	0.0703063911	0	0.938	0.171	-0.00163280510929988	0.0703063911	NoCorrection	23600	C28	C1	1000	1000	0	0.5	23600	0
2660	68	-0.00267907960275002	0.0632069992000001	0	0.908	0.234	-0.00267907960275002	0.0632069992000001	ID	23600	C28	C1	1000	1000	0	0.5	23600	0
2661	69	-0.02273696667753	0.0228185013000003	0	0.342	0.667	-0.02273696667753	0.0228185013000003	1	23600	C28	C1	1000	1000	0	0.5	23600	1
2662	70	0.00468085106925002	0.137282266000001	0	0.843	0.02	0.00468085106925002	0.137282266000001	FGr	23600	C28	C1	1000	1000	0	0.5	23600	1
2663	71	0.0089628211905	0.1672571665	0	0.731	0.007	0.0089628211905	0.1672571665	NoCorrection	23600	C28	C1	1000	1000	0	0.5	23600	1
2664	72	-0.0268900775969	-0.0127056930499999	0	0.214	0.788	-0.0268900775969	-0.0127056930499999	ID	23600	C28	C1	1000	1000	0	0.5	23600	1
2665	73	-0.0117528640932001	-0.1427281843	0	0.67	0.018	-0.0117528640932001	-0.1427281843	1	38200	C28	C1	1000	1000	0	0.5	38200	0
2666	74	-0.01059097647078	-0.1308725653	0	0.689	0.048	-0.01059097647078	-0.1308725653	FGr	38200	C28	C1	1000	1000	0	0.5	38200	0
2667	75	-0.0108523675385501	-0.13066708885	0	0.685	0.036	-0.0108523675385501	-0.13066708885	NoCorrection	38200	C28	C1	1000	1000	0	0.5	38200	0
2668	76	-0.012758370736	-0.1312206269	0	0.639	0.037	-0.012758370736	-0.1312206269	ID	38200	C28	C1	1000	1000	0	0.5	38200	0
2669	77	-0.00461855252824995	0.1260270035	0	0.891	0.057	-0.00461855252824995	0.1260270035	1	38200	C28	C1	1000	1000	0	0.5	38200	1
2670	78	0.0274764262540001	0.29897905975	0	0.379	0	0.0274764262540001	0.29897905975	FGr	38200	C28	C1	1000	1000	0	0.5	38200	1
2671	79	0.0361881269539999	0.264307365	0	0.261	0.001	0.0361881269539999	0.264307365	NoCorrection	38200	C28	C1	1000	1000	0	0.5	38200	1
2672	80	-0.0158290732490003	0.119965452400001	0	0.574	0.071	-0.0158290732490003	0.119965452400001	ID	38200	C28	C1	1000	1000	0	0.5	38200	1
2673	81	0.0853274936554508	0.121739339900001	0	0.023	0.177	0.0853274936554508	0.121739339900001	1	61800	C28	C1	1000	1000	0	0.5	61800	0
2674	82	0.0789554083690496	0.131866454200001	0	0.035	0.154	0.0789554083690496	0.131866454200001	FGr	61800	C28	C1	1000	1000	0	0.5	61800	0
2675	83	0.0783818516762495	0.1228089539	0	0.045	0.18	0.0783818516762495	0.1228089539	NoCorrection	61800	C28	C1	1000	1000	0	0.5	61800	0
2676	84	0.0836690692122499	0.136205087400001	0	0.04	0.122	0.0836690692122499	0.136205087400001	ID	61800	C28	C1	1000	1000	0	0.5	61800	0
2677	85	-0.04494533549805	-0.0227679895000004	0	0.222	0.807	-0.04494533549805	-0.0227679895000004	1	61800	C28	C1	1000	1000	0	0.5	61800	1
2678	86	0.00832928335572037	0.3286894977	0	0.834	0	0.00832928335572037	0.3286894977	FGr	61800	C28	C1	1000	1000	0	0.5	61800	1
2679	87	0.0362201318063505	0.488712093200001	0	0.379	0	0.0362201318063505	0.488712093200001	NoCorrection	61800	C28	C1	1000	1000	0	0.5	61800	1
2680	88	-0.04260037502	-0.0285012943000002	0	0.222	0.709	-0.04260037502	-0.0285012943000002	ID	61800	C28	C1	1000	1000	0	0.5	61800	1
2681	89	-0.0558506962117502	-0.00716440675000054	0	0.213	0.944	-0.0558506962117502	-0.00716440675000054	1	1e+05	C28	C1	1000	1000	0	0.5	1e+05	0
2682	90	-0.0635004116142004	-0.0878680479999994	0	0.157	0.415	-0.0635004116142004	-0.0878680479999994	FGr	1e+05	C28	C1	1000	1000	0	0.5	1e+05	0
2683	91	-0.0677266023943998	-0.1353200119	0	0.118	0.192	-0.0677266023943998	-0.1353200119	NoCorrection	1e+05	C28	C1	1000	1000	0	0.5	1e+05	0
2684	92	-0.0573518472590745	0.00981328764999914	0	0.196	0.913	-0.0573518472590745	0.00981328764999914	ID	1e+05	C28	C1	1000	1000	0	0.5	1e+05	0
2685	93	0.0594854835848501	-0.134282327649999	0	0.171	0.223	0.0594854835848501	-0.134282327649999	1	1e+05	C28	C1	1000	1000	0	0.5	1e+05	1
2686	94	0.123276631149349	0.4141271107	0	0.008	0	0.123276631149349	0.4141271107	FGr	1e+05	C28	C1	1000	1000	0	0.5	1e+05	1
2687	95	0.167467633617274	0.663892753	0	0	0	0.167467633617274	0.663892753	NoCorrection	1e+05	C28	C1	1000	1000	0	0.5	1e+05	1
2688	96	0.0525794958895901	-0.1422904806	0	0.227	0.201	0.0525794958895901	-0.1422904806	ID	1e+05	C28	C1	1000	1000	0	0.5	1e+05	1
2689	1	-0.001546190835	-0.01422891525	0	0.698	0.109	-0.001546190835	-0.01422891525	1	500	C29	C1	1000	1000	0	0.5	500	0
2690	2	-0.002111865455	-0.01417767565	0	0.607	0.107	-0.002111865455	-0.01417767565	FGr	500	C29	C1	1000	1000	0	0.5	500	0
2691	3	-0.00200548238500002	-0.01432764985	0	0.639	0.136	-0.00200548238500002	-0.01432764985	NoCorrection	500	C29	C1	1000	1000	0	0.5	500	0
2692	4	-0.00162109731500001	-0.0143073795	0	0.67	0.117	-0.00162109731500001	-0.0143073795	ID	500	C29	C1	1000	1000	0	0.5	500	0
2693	5	0.00582113887000001	0.022747384	0	0.232	0.009	0.00582113887000001	0.022747384	1	500	C29	C1	1000	1000	0	0.5	500	1
2694	6	0.00568826946499999	0.0230916010000001	0	0.235	0.012	0.00568826946499999	0.0230916010000001	FGr	500	C29	C1	1000	1000	0	0.5	500	1
2695	7	0.00570072099000001	0.0230926419999999	0	0.244	0.006	0.00570072099000001	0.0230926419999999	NoCorrection	500	C29	C1	1000	1000	0	0.5	500	1
2696	8	0.00146061904499997	0.0136784109	0	0.795	0.04	0.00146061904499997	0.0136784109	ID	500	C29	C1	1000	1000	0	0.5	500	1
2697	9	0.00140637617650004	-0.00863802219999997	0	0.786	0.399	0.00140637617650004	-0.00863802219999997	1	810	C29	C1	1000	1000	0	0.5	810	0
2698	10	0.00146001429000002	-0.00297446784999999	0	0.77	0.767	0.00146001429000002	-0.00297446784999999	FGr	810	C29	C1	1000	1000	0	0.5	810	0
2699	11	0.00156265758699999	-0.00288509370000001	0	0.787	0.779	0.00156265758699999	-0.00288509370000001	NoCorrection	810	C29	C1	1000	1000	0	0.5	810	0
2700	12	0.00158054984500003	-0.00287312364999998	0	0.779	0.784	0.00158054984500003	-0.00287312364999998	ID	810	C29	C1	1000	1000	0	0.5	810	0
2701	13	-0.000210263640000008	0.00146237800000002	0	0.955	0.87	-0.000210263640000008	0.00146237800000002	1	810	C29	C1	1000	1000	0	0.5	810	1
2702	14	0.000599411169999993	-0.000132584000000004	0	0.9	0.993	0.000599411169999993	-0.000132584000000004	FGr	810	C29	C1	1000	1000	0	0.5	810	1
2703	15	-0.000112089070000012	0.000493196000000054	0	0.979	0.951	-0.000112089070000012	0.000493196000000054	NoCorrection	810	C29	C1	1000	1000	0	0.5	810	1
2704	16	-9.00134080999982e-05	-0.01691294205	0	0.98	0.083	-9.00134080999982e-05	-0.01691294205	ID	810	C29	C1	1000	1000	0	0.5	810	1
2705	17	0.00356861414500002	-0.0016088397	0	0.474	0.894	0.00356861414500002	-0.0016088397	1	1320	C29	C1	1000	1000	0	0.5	1320	0
2706	18	0.00380303812	0.00176983064999999	0	0.424	0.903	0.00380303812	0.00176983064999999	FGr	1320	C29	C1	1000	1000	0	0.5	1320	0
2707	19	0.00372918592999998	-0.000344959049999991	0	0.451	0.98	0.00372918592999998	-0.000344959049999991	NoCorrection	1320	C29	C1	1000	1000	0	0.5	1320	0
2708	20	0.00372712399999998	-0.000679449750000041	0	0.449	0.963	0.00372712399999998	-0.000679449750000041	ID	1320	C29	C1	1000	1000	0	0.5	1320	0
2709	21	0.005936199034	0.0047519504000001	0	0.374	0.746	0.005936199034	0.0047519504000001	1	1320	C29	C1	1000	1000	0	0.5	1320	1
2710	22	0.00645501657749995	0.00357393449999988	0	0.3	0.807	0.00645501657749995	0.00357393449999988	FGr	1320	C29	C1	1000	1000	0	0.5	1320	1
2711	23	0.006495581769	0.00344608555000006	0	0.295	0.819	0.006495581769	0.00344608555000006	NoCorrection	1320	C29	C1	1000	1000	0	0.5	1320	1
2712	24	0.00604864180499997	0.00111943945000021	0	0.216	0.912	0.00604864180499997	0.00111943945000021	ID	1320	C29	C1	1000	1000	0	0.5	1320	1
2713	25	0.00626880418200002	0.0177741954999998	0	0.298	0.232	0.00626880418200002	0.0177741954999998	1	2100	C29	C1	1000	1000	0	0.5	2100	0
2714	26	0.00609893988399992	0.0126732195999998	0	0.31	0.396	0.00609893988399992	0.0126732195999998	FGr	2100	C29	C1	1000	1000	0	0.5	2100	0
2715	27	0.00611062852800003	0.0136482053000001	0	0.327	0.355	0.00611062852800003	0.0136482053000001	NoCorrection	2100	C29	C1	1000	1000	0	0.5	2100	0
2716	28	0.00462074102499997	0.0141302318000001	0	0.438	0.353	0.00462074102499997	0.0141302318000001	ID	2100	C29	C1	1000	1000	0	0.5	2100	0
2717	29	0.018045927111	0.024514079	0	0.006	0.204	0.018045927111	0.024514079	1	2100	C29	C1	1000	1000	0	0.5	2100	1
2718	30	0.018045243305	0.0308765745	0	0.004	0.073	0.018045243305	0.0308765745	FGr	2100	C29	C1	1000	1000	0	0.5	2100	1
2719	31	0.01793205896	0.0271399164999999	0	0.01	0.12	0.01793205896	0.0271399164999999	NoCorrection	2100	C29	C1	1000	1000	0	0.5	2100	1
2720	32	0.00382272402160007	0.0120079149999999	0	0.536	0.434	0.00382272402160007	0.0120079149999999	ID	2100	C29	C1	1000	1000	0	0.5	2100	1
2721	33	0.025104602387	0.0343966583499999	0	0.016	0.058	0.025104602387	0.0343966583499999	1	3400	C29	C1	1000	1000	0	0.5	3400	0
2722	34	0.0250120833125	0.0382516305499999	0	0.015	0.044	0.0250120833125	0.0382516305499999	FGr	3400	C29	C1	1000	1000	0	0.5	3400	0
2723	35	0.024943730988	0.0401576994500002	0	0.016	0.031	0.024943730988	0.0401576994500002	NoCorrection	3400	C29	C1	1000	1000	0	0.5	3400	0
2724	36	0.02496092633625	0.0401895892	0	0.011	0.042	0.02496092633625	0.0401895892	ID	3400	C29	C1	1000	1000	0	0.5	3400	0
2725	37	0.00449652749400006	-0.0114510029999997	0	0.64	0.593	0.00449652749400006	-0.0114510029999997	1	3400	C29	C1	1000	1000	0	0.5	3400	1
2726	38	0.00105501416999997	0.00292938449999985	0	0.905	0.868	0.00105501416999997	0.00292938449999985	FGr	3400	C29	C1	1000	1000	0	0.5	3400	1
2727	39	0.000541707256000015	-0.00732898799999997	0	0.961	0.728	0.000541707256000015	-0.00732898799999997	NoCorrection	3400	C29	C1	1000	1000	0	0.5	3400	1
2728	40	-0.000875857779999995	0.0134767699500002	0	0.909	0.519	-0.000875857779999995	0.0134767699500002	ID	3400	C29	C1	1000	1000	0	0.5	3400	1
2729	41	0.02641675165935	0.0622737497499996	0	0.01	0.024	0.02641675165935	0.0622737497499996	1	5500	C29	C1	1000	1000	0	0.5	5500	0
2730	42	0.026215670407	0.0646201516500002	0	0.021	0.013	0.026215670407	0.0646201516500002	FGr	5500	C29	C1	1000	1000	0	0.5	5500	0
2731	43	0.0262343834425001	0.0633799731000007	0	0.012	0.008	0.0262343834425001	0.0633799731000007	NoCorrection	5500	C29	C1	1000	1000	0	0.5	5500	0
2732	44	0.0267808771285	0.07185917335	0	0.012	0.004	0.0267808771285	0.07185917335	ID	5500	C29	C1	1000	1000	0	0.5	5500	0
2733	45	0.00245040053	0.0088705403500005	0	0.815	0.722	0.00245040053	0.0088705403500005	1	5500	C29	C1	1000	1000	0	0.5	5500	1
2734	46	0.00825972664450003	0.0165886654999999	0	0.428	0.48	0.00825972664450003	0.0165886654999999	FGr	5500	C29	C1	1000	1000	0	0.5	5500	1
2735	47	0.00814288730560001	0.0149080379999999	0	0.478	0.571	0.00814288730560001	0.0149080379999999	NoCorrection	5500	C29	C1	1000	1000	0	0.5	5500	1
2736	48	0.000756735619999995	-0.00540283619999993	0	0.928	0.84	0.000756735619999995	-0.00540283619999993	ID	5500	C29	C1	1000	1000	0	0.5	5500	1
2737	49	0.00446603814699998	-0.05638677835	0	0.756	0.073	0.00446603814699998	-0.05638677835	1	9000	C29	C1	1000	1000	0	0.5	9000	0
2738	50	0.00627636799349995	-0.0468528252499997	0	0.65	0.115	0.00627636799349995	-0.0468528252499997	FGr	9000	C29	C1	1000	1000	0	0.5	9000	0
2739	51	0.00630716319749999	-0.0517621090999997	0	0.657	0.101	0.00630716319749999	-0.0517621090999997	NoCorrection	9000	C29	C1	1000	1000	0	0.5	9000	0
2740	52	0.00464697926350002	-0.0540816122	0	0.763	0.075	0.00464697926350002	-0.0540816122	ID	9000	C29	C1	1000	1000	0	0.5	9000	0
2741	53	0.0146218989935	0.0467064453999997	0	0.404	0.164	0.0146218989935	0.0467064453999997	1	9000	C29	C1	1000	1000	0	0.5	9000	1
2742	54	0.0279074963481101	0.0836392125000002	0	0.092	0.026	0.0279074963481101	0.0836392125000002	FGr	9000	C29	C1	1000	1000	0	0.5	9000	1
2743	55	0.0281393653199999	0.08262223	0	0.106	0.029	0.0281393653199999	0.08262223	NoCorrection	9000	C29	C1	1000	1000	0	0.5	9000	1
2744	56	0.0122741456340001	0.0195840785000001	0	0.463	0.553	0.0122741456340001	0.0195840785000001	ID	9000	C29	C1	1000	1000	0	0.5	9000	1
2745	57	0.016787496158395	-0.0389814402500011	0	0.287	0.305	0.016787496158395	-0.0389814402500011	1	14600	C29	C1	1000	1000	0	0.5	14600	0
2746	58	0.0176783822268501	-0.0245082201500009	0	0.239	0.553	0.0176783822268501	-0.0245082201500009	FGr	14600	C29	C1	1000	1000	0	0.5	14600	0
2747	59	0.01871378537	-0.0191842383000007	0	0.225	0.635	0.01871378537	-0.0191842383000007	NoCorrection	14600	C29	C1	1000	1000	0	0.5	14600	0
2748	60	0.01572148394955	-0.0441467679500009	0	0.301	0.258	0.01572148394955	-0.0441467679500009	ID	14600	C29	C1	1000	1000	0	0.5	14600	0
2749	61	0.0161144039634999	-0.00699287684999971	0	0.397	0.877	0.0161144039634999	-0.00699287684999971	1	14600	C29	C1	1000	1000	0	0.5	14600	1
2750	62	0.032605230995965	0.0367116314999995	0	0.123	0.402	0.032605230995965	0.0367116314999995	FGr	14600	C29	C1	1000	1000	0	0.5	14600	1
2751	63	0.0364049106888	0.0568149365	0	0.077	0.217	0.0364049106888	0.0568149365	NoCorrection	14600	C29	C1	1000	1000	0	0.5	14600	1
2752	64	0.00787528979408	-0.0452700888500001	0	0.657	0.275	0.00787528979408	-0.0452700888500001	ID	14600	C29	C1	1000	1000	0	0.5	14600	1
2753	65	0.0259835314485	0.000928469099999993	0	0.227	0.985	0.0259835314485	0.000928469099999993	1	23600	C29	C1	1000	1000	0	0.5	23600	0
2754	66	0.02431548376025	-0.00728467075000005	0	0.275	0.9	0.02431548376025	-0.00728467075000005	FGr	23600	C29	C1	1000	1000	0	0.5	23600	0
2755	67	0.0239417717430001	-0.0185503327	0	0.282	0.731	0.0239417717430001	-0.0185503327	NoCorrection	23600	C29	C1	1000	1000	0	0.5	23600	0
2756	68	0.0251930843789999	-0.00490602509999998	0	0.265	0.915	0.0251930843789999	-0.00490602509999998	ID	23600	C29	C1	1000	1000	0	0.5	23600	0
2757	69	-0.0101845686265	0.0522465147500009	0	0.64	0.28	-0.0101845686265	0.0522465147500009	1	23600	C29	C1	1000	1000	0	0.5	23600	1
2758	70	0.0191886662280003	0.1442667191	0	0.441	0.014	0.0191886662280003	0.1442667191	FGr	23600	C29	C1	1000	1000	0	0.5	23600	1
2759	71	0.0177877685642599	0.191280739	0	0.45	0.001	0.0177877685642599	0.191280739	NoCorrection	23600	C29	C1	1000	1000	0	0.5	23600	1
2760	72	-0.01004045609955	-0.00765450875	0	0.655	0.883	-0.01004045609955	-0.00765450875	ID	23600	C29	C1	1000	1000	0	0.5	23600	1
2761	73	0.0110109810174001	-0.00693972464999986	0	0.68	0.918	0.0110109810174001	-0.00693972464999986	1	38200	C29	C1	1000	1000	0	0.5	38200	0
2762	74	0.00569706490239997	0.00619281420000006	0	0.862	0.932	0.00569706490239997	0.00619281420000006	FGr	38200	C29	C1	1000	1000	0	0.5	38200	0
2763	75	0.0111647220120499	0.00399788525000041	0	0.689	0.949	0.0111647220120499	0.00399788525000041	NoCorrection	38200	C29	C1	1000	1000	0	0.5	38200	0
2764	76	0.0109896984549001	-0.00245433420000008	0	0.729	0.97	0.0109896984549001	-0.00245433420000008	ID	38200	C29	C1	1000	1000	0	0.5	38200	0
2765	77	-0.0634429431537	-0.0991294435000005	0	0.026	0.127	-0.0634429431537	-0.0991294435000005	1	38200	C29	C1	1000	1000	0	0.5	38200	1
2766	78	-0.062130156432	0.12086510465	0	0.056	0.096	-0.062130156432	0.12086510465	FGr	38200	C29	C1	1000	1000	0	0.5	38200	1
2767	79	-0.04435734286735	0.170841212	0	0.174	0.02	-0.04435734286735	0.170841212	NoCorrection	38200	C29	C1	1000	1000	0	0.5	38200	1
2768	80	-0.068712961417058	-0.108984048249999	0	0.017	0.095	-0.068712961417058	-0.108984048249999	ID	38200	C29	C1	1000	1000	0	0.5	38200	1
2769	81	-0.00100274998049983	0.0471618401499992	0	0.982	0.582	-0.00100274998049983	0.0471618401499992	1	61800	C29	C1	1000	1000	0	0.5	61800	0
2770	82	-0.00687110750270018	0.0426847406999987	0	0.849	0.614	-0.00687110750270018	0.0426847406999987	FGr	61800	C29	C1	1000	1000	0	0.5	61800	0
2771	83	-0.00984646082705004	0.00333535475000086	0	0.793	0.97	-0.00984646082705004	0.00333535475000086	NoCorrection	61800	C29	C1	1000	1000	0	0.5	61800	0
2772	84	-0.00319762188657009	0.0406666685000001	0	0.934	0.644	-0.00319762188657009	0.0406666685000001	ID	61800	C29	C1	1000	1000	0	0.5	61800	0
2773	85	-0.0258261407264995	-0.0581772829999997	0	0.486	0.483	-0.0258261407264995	-0.0581772829999997	1	61800	C29	C1	1000	1000	0	0.5	61800	1
2774	86	0.0361865915779498	0.18428109385	0	0.376	0.044	0.0361865915779498	0.18428109385	FGr	61800	C29	C1	1000	1000	0	0.5	61800	1
2775	87	0.0481081351612248	0.399770804	0	0.242	0	0.0481081351612248	0.399770804	NoCorrection	61800	C29	C1	1000	1000	0	0.5	61800	1
2776	88	-0.0213631365332502	-0.0247856323000005	0	0.538	0.744	-0.0213631365332502	-0.0247856323000005	ID	61800	C29	C1	1000	1000	0	0.5	61800	1
2777	89	0.0792181604763996	-0.0466022238499996	0	0.076	0.655	0.0792181604763996	-0.0466022238499996	1	1e+05	C29	C1	1000	1000	0	0.5	1e+05	0
2778	90	0.0792664875805501	-0.0455873844	0	0.082	0.65	0.0792664875805501	-0.0455873844	FGr	1e+05	C29	C1	1000	1000	0	0.5	1e+05	0
2779	91	0.0930907477175	0.000302848100000517	0	0.043	0.997	0.0930907477175	0.000302848100000517	NoCorrection	1e+05	C29	C1	1000	1000	0	0.5	1e+05	0
2780	92	0.0797978791557393	-0.0444671849500009	0	0.091	0.648	0.0797978791557393	-0.0444671849500009	ID	1e+05	C29	C1	1000	1000	0	0.5	1e+05	0
2781	93	-0.0553918751700995	0.1493139366	0	0.229	0.186	-0.0553918751700995	0.1493139366	1	1e+05	C29	C1	1000	1000	0	0.5	1e+05	1
2782	94	-0.0126350459285	0.268474826100001	0	0.773	0.018	-0.0126350459285	0.268474826100001	FGr	1e+05	C29	C1	1000	1000	0	0.5	1e+05	1
2783	95	0.0432478784598001	0.547909874600002	0	0.417	0	0.0432478784598001	0.547909874600002	NoCorrection	1e+05	C29	C1	1000	1000	0	0.5	1e+05	1
2784	96	-0.0598987282599001	0.0777789874500006	0	0.185	0.488	-0.0598987282599001	0.0777789874500006	ID	1e+05	C29	C1	1000	1000	0	0.5	1e+05	1
2785	1	-0.000870937549999995	0.00284558915000005	0	0.793	0.786	-0.000870937549999995	0.00284558915000005	1	500	C30	C1	1000	1000	0	0.5	500	0
2786	2	-0.000674698043000002	0.00216194849999997	0	0.813	0.83	-0.000674698043000002	0.00216194849999997	FGr	500	C30	C1	1000	1000	0	0.5	500	0
2787	3	-0.000700866356999995	0.00214012215000015	0	0.814	0.845	-0.000700866356999995	0.00214012215000015	NoCorrection	500	C30	C1	1000	1000	0	0.5	500	0
2788	4	-0.000798385370000003	0.00204997755000007	0	0.816	0.845	-0.000798385370000003	0.00204997755000007	ID	500	C30	C1	1000	1000	0	0.5	500	0
2789	5	0.00612212844000001	0.00642831650000009	0	0.285	0.455	0.00612212844000001	0.00642831650000009	1	500	C30	C1	1000	1000	0	0.5	500	1
2790	6	0.00644087266500001	0.0111129144999999	0	0.27	0.184	0.00644087266500001	0.0111129144999999	FGr	500	C30	C1	1000	1000	0	0.5	500	1
2791	7	0.00621768911084999	0.0111846860000001	0	0.288	0.188	0.00621768911084999	0.0111846860000001	NoCorrection	500	C30	C1	1000	1000	0	0.5	500	1
2792	8	0.003861156975	-0.00727867700000002	0	0.318	0.36	0.003861156975	-0.00727867700000002	ID	500	C30	C1	1000	1000	0	0.5	500	1
2793	9	0.00205505613499988	0.00402068150000001	0	0.702	0.71	0.00205505613499988	0.00402068150000001	1	810	C30	C1	1000	1000	0	0.5	810	0
2794	10	0.00192266763000003	0.00627349830000002	0	0.706	0.559	0.00192266763000003	0.00627349830000002	FGr	810	C30	C1	1000	1000	0	0.5	810	0
2795	11	0.0019130055650001	0.00290870420000002	0	0.704	0.782	0.0019130055650001	0.00290870420000002	NoCorrection	810	C30	C1	1000	1000	0	0.5	810	0
2796	12	0.00156600260000013	-0.000236723200000058	0	0.772	0.977	0.00156600260000013	-0.000236723200000058	ID	810	C30	C1	1000	1000	0	0.5	810	0
2797	13	-0.00427120297499991	0.0116304464999999	0	0.367	0.388	-0.00427120297499991	0.0116304464999999	1	810	C30	C1	1000	1000	0	0.5	810	1
2798	14	-0.0042990741835	0.0136123235000001	0	0.334	0.308	-0.0042990741835	0.0136123235000001	FGr	810	C30	C1	1000	1000	0	0.5	810	1
2799	15	-0.00428121759000002	0.0126258145000003	0	0.342	0.327	-0.00428121759000002	0.0126258145000003	NoCorrection	810	C30	C1	1000	1000	0	0.5	810	1
2800	16	-0.00829247918949998	-0.00189889549999992	0	0.082	0.823	-0.00829247918949998	-0.00189889549999992	ID	810	C30	C1	1000	1000	0	0.5	810	1
2801	17	0.000469962239999971	0.00479468964999987	0	0.928	0.73	0.000469962239999971	0.00479468964999987	1	1320	C30	C1	1000	1000	0	0.5	1320	0
