Pop	avg_PRS	LAT	LONG
0	-0.0442901274454233	0	0
1	-0.0296939672302696	0	1
2	0.000410771173303939	0	2
3	0.00568808961049851	0	3
4	-0.00570776488460144	0	4
5	0.00908227370397177	0	5
6	0.0122681631038124	1	0
7	0.0218449922337145	1	1
8	-0.00866863865738918	1	2
9	-0.0146355446067486	1	3
10	-0.0156749362361888	1	4
11	0.0218327394229469	1	5
12	0.0444172045494801	2	0
13	0.00772072606631995	2	1
14	0.0189776413796572	2	2
15	0.00548950737050861	2	3
16	-0.00715356826101557	2	4
17	0.0104347706043648	2	5
18	0.019166862105406	3	0
19	0.00067496164605111	3	1
20	-0.00540674418884495	3	2
21	0.0275140985255634	3	3
22	0.000513659307458171	3	4
23	0.0236170438109622	3	5
24	-0.00407825009974728	4	0
25	-0.00240072461464694	4	1
26	-0.00636792606830354	4	2
27	-0.0296452192605739	4	3
28	-0.0284425529598808	4	4
29	0.0169824414678437	4	5
30	0.0150917234622209	5	0
31	-0.0117589993422548	5	1
32	0.00464648127858412	5	2
33	-0.0358025525211986	5	3
34	-0.00929729326449664	5	4
35	-0.00734934118108463	5	5
