Pop	avg_PRS	LAT	LONG
0	-0.510568113324335	0	0
1	-0.480699674023659	0	1
2	-0.390666705716618	0	2
3	-0.323335536005701	0	3
4	-0.252079754561005	0	4
5	-0.228039846243676	0	5
6	-0.435893221087859	1	0
7	-0.381196029864866	1	1
8	-0.274797907830475	1	2
9	-0.202104434323216	1	3
10	-0.122650695450459	1	4
11	-0.0753299141355609	1	5
12	-0.300465175993213	2	0
13	-0.233296068497264	2	1
14	-0.143777359820265	2	2
15	-0.0203612102806132	2	3
16	0.079421491711569	2	4
17	0.136049577409763	2	5
18	-0.171406956090908	3	0
19	-0.114102393743917	3	1
20	0.0231186030481892	3	2
21	0.178093154374772	3	3
22	0.285636785961428	3	4
23	0.362903128499947	3	5
24	-0.0405422805172718	4	0
25	0.0241351188316093	4	1
26	0.167397520455791	4	2
27	0.345361075858717	4	3
28	0.465573780487031	4	4
29	0.510656803189429	4	5
30	0.0766383629704414	5	0
31	0.151092459733853	5	1
32	0.253570978125495	5	2
33	0.429436445637209	5	3
34	0.568995519722902	5	4
35	0.643232471492736	5	5
