Pop	avg_PRS	LAT	LONG
0	0.00179180326179302	0	0
1	-0.0336451452093711	0	1
2	0.000901215191836059	0	2
3	-0.0127621209022052	0	3
4	0.0190505174732094	0	4
5	-0.0124154771119716	0	5
6	-0.0260354129112048	1	0
7	-0.0139028386535014	1	1
8	0.0238368740973121	1	2
9	0.0129383875317081	1	3
10	0.0185942973799334	1	4
11	0.013112554900903	1	5
12	-0.0120255708871897	2	0
13	-0.00976076123300331	2	1
14	0.00425061898453139	2	2
15	0.00993508289540346	2	3
16	0.0336487603216331	2	4
17	0.0169791239596987	2	5
18	-0.00390937013290323	3	0
19	-0.0171035709924032	3	1
20	-0.00352052504521592	3	2
21	0.00594152271953316	3	3
22	0.0128630228273532	3	4
23	0.0304491370611021	3	5
24	-0.0135594752916367	4	0
25	0.000625586744218513	4	1
26	-0.0206545653206343	4	2
27	0.0109936084704394	4	3
28	0.0017036530728889	4	4
29	-0.00515489964474214	4	5
30	0.00419365727212802	5	0
31	0.00839746958743162	5	1
32	-0.0352898347468309	5	2
33	-0.0298331803041768	5	3
34	0.000168593219686244	5	4
35	0.0191972614142483	5	5
