	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	0.073976105639	0.073976105639	0	0.104	0.115	0.073976105639	0.073976105639	1	300	A35	C1	1000	100	0	0.5	300	0
2	0.079550146735	0.079550146735	0	0.091	0.078	0.079550146735	0.079550146735	FGr	300	A35	C1	1000	100	0	0.5	300	0
3	0.0933957397870001	0.093395739787	0	0.047	0.043	0.0933957397870001	0.093395739787	NoCorrection	300	A35	C1	1000	100	0	0.5	300	0
4	0.0562897401145001	0.0562897401145001	0	0.193	0.216	0.0562897401145001	0.0562897401145001	ID	300	A35	C1	1000	100	0	0.5	300	0
5	0.026209690735	0.026209690735	0	0.514	0.533	0.026209690735	0.026209690735	1	300	A35	C1	1000	100	0	0.5	300	0.1
6	0.05253853643	0.05253853643	0	0.207	0.198	0.05253853643	0.05253853643	FGr	300	A35	C1	1000	100	0	0.5	300	0.1
7	0.067387731075	0.067387731075	0	0.112	0.114	0.067387731075	0.067387731075	NoCorrection	300	A35	C1	1000	100	0	0.5	300	0.1
8	0.0469237255	0.0469237255	0	0.259	0.263	0.0469237255	0.0469237255	ID	300	A35	C1	1000	100	0	0.5	300	0.1
9	0.041619730105	0.041619730105	0	0.348	0.344	0.041619730105	0.041619730105	1	300	A35	C1	1000	100	0	0.5	300	0.5
10	0.14099143502	0.14099143502	0	0.005	0	0.14099143502	0.14099143502	FGr	300	A35	C1	1000	100	0	0.5	300	0.5
11	0.1872116248925	0.1872116248925	0	0.001	0	0.1872116248925	0.1872116248925	NoCorrection	300	A35	C1	1000	100	0	0.5	300	0.5
12	0.03204081106	0.03204081106	0	0.487	0.493	0.03204081106	0.03204081106	ID	300	A35	C1	1000	100	0	0.5	300	0.5
13	0.08049640725	0.08049640725	0	0.105	0.086	0.08049640725	0.08049640725	1	300	A35	C1	1000	100	0	0.5	300	1
14	0.33620674266	0.33620674266	0	0	0	0.33620674266	0.33620674266	FGr	300	A35	C1	1000	100	0	0.5	300	1
15	0.40805488335	0.40805488335	0	0	0	0.40805488335	0.40805488335	NoCorrection	300	A35	C1	1000	100	0	0.5	300	1
16	0.03800471192	0.03800471192	0	0.375	0.376	0.03800471192	0.03800471192	ID	300	A35	C1	1000	100	0	0.5	300	1
17	-0.025743020635	-0.016697488	0	0.565	0.816	-0.025743020635	-0.016697488	1	1000	A35	C1	1000	100	0	0.5	300	0
18	0.00329329564999995	0.039704265	0	0.936	0.529	0.00329329564999995	0.039704265	FGr	1000	A35	C1	1000	100	0	0.5	300	0
19	0.00790660945499998	0.053792162	0	0.844	0.397	0.00790660945499998	0.053792162	NoCorrection	1000	A35	C1	1000	100	0	0.5	300	0
20	-0.01075069871	0.025945717	0	0.792	0.675	-0.01075069871	0.025945717	ID	1000	A35	C1	1000	100	0	0.5	300	0
21	0.02230989385	-0.0403639615	0	0.631	0.523	0.02230989385	-0.0403639615	1	1000	A35	C1	1000	100	0	0.5	300	0.1
22	0.034534360064	-0.00505891899999998	0	0.422	0.933	0.034534360064	-0.00505891899999998	FGr	1000	A35	C1	1000	100	0	0.5	300	0.1
23	0.034485244326	-0.00496385700000002	0	0.43	0.931	0.034485244326	-0.00496385700000002	NoCorrection	1000	A35	C1	1000	100	0	0.5	300	0.1
24	0.01173115867	-0.077569114	0	0.761	0.221	0.01173115867	-0.077569114	ID	1000	A35	C1	1000	100	0	0.5	300	0.1
25	-0.033244969052	-0.071982031	0	0.363	0.206	-0.033244969052	-0.071982031	1	1000	A35	C1	1000	100	0	0.5	300	0.5
26	0.03725420788	0.212297882	0	0.357	0	0.03725420788	0.212297882	FGr	1000	A35	C1	1000	100	0	0.5	300	0.5
27	0.11043267435	0.4125286645	0	0.024	0	0.11043267435	0.4125286645	NoCorrection	1000	A35	C1	1000	100	0	0.5	300	0.5
28	-0.029073651905	-0.055625807	0	0.423	0.307	-0.029073651905	-0.055625807	ID	1000	A35	C1	1000	100	0	0.5	300	0.5
29	-0.00273395814649998	0.111195057	0	0.946	0.085	-0.00273395814649998	0.111195057	1	1000	A35	C1	1000	100	0	0.5	300	1
30	0.122727435015	0.4890538885	0	0.014	0	0.122727435015	0.4890538885	FGr	1000	A35	C1	1000	100	0	0.5	300	1
31	0.26862825672	0.916520067	0	0	0	0.26862825672	0.916520067	NoCorrection	1000	A35	C1	1000	100	0	0.5	300	1
32	-0.015130638105	0.0521102005	0	0.679	0.412	-0.015130638105	0.0521102005	ID	1000	A35	C1	1000	100	0	0.5	300	1
33	-0.060705272585	-0.11398718	0	0.101	0.242	-0.060705272585	-0.11398718	1	10000	A35	C1	1000	100	0	0.5	300	0
