	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	config	gwas_size	test_size	h2	ts	num_causal	env
1	-0.01042820571	-0.0104282057100001	0	0.793	0.797	-0.01042820571	-0.0104282057100001	1	300	A12	C1	1000	100	0	0.5	300	0
2	0.00589145600999999	0.00589145600999999	0	0.877	0.894	0.00589145600999999	0.00589145600999999	FGr	300	A12	C1	1000	100	0	0.5	300	0
3	-0.00350800892000002	-0.00350800892000005	0	0.922	0.934	-0.00350800892000002	-0.00350800892000005	NoCorrection	300	A12	C1	1000	100	0	0.5	300	0
4	-0.018940288305	-0.018940288305	0	0.608	0.636	-0.018940288305	-0.018940288305	ID	300	A12	C1	1000	100	0	0.5	300	0
5	0.000904402305000023	0.000904402304999984	0	0.984	0.986	0.000904402305000023	0.000904402304999984	1	300	A12	C1	1000	100	0	0.5	300	0.01
6	0.016015200885	0.016015200885	0	0.648	0.656	0.016015200885	0.016015200885	FGr	300	A12	C1	1000	100	0	0.5	300	0.01
7	0.020247016955	0.020247016955	0	0.553	0.575	0.020247016955	0.020247016955	NoCorrection	300	A12	C1	1000	100	0	0.5	300	0.01
8	0.00909488816499999	0.00909488816500001	0	0.813	0.794	0.00909488816499999	0.00909488816500001	ID	300	A12	C1	1000	100	0	0.5	300	0.01
9	0.01430700974	0.01430700974	0	0.64	0.647	0.01430700974	0.01430700974	1	300	A12	C1	1000	100	0	0.5	300	0.03
10	-0.03497604392	-0.03497604392	0	0.282	0.274	-0.03497604392	-0.03497604392	FGr	300	A12	C1	1000	100	0	0.5	300	0.03
11	-0.046372232861	-0.046372232861	0	0.153	0.153	-0.046372232861	-0.046372232861	NoCorrection	300	A12	C1	1000	100	0	0.5	300	0.03
12	-0.001997765897575	-0.00199776589757501	0	0.935	0.935	-0.001997765897575	-0.00199776589757501	ID	300	A12	C1	1000	100	0	0.5	300	0.03
13	0.02252268695	0.02252268695	0	0.611	0.573	0.02252268695	0.02252268695	1	300	A12	C1	1000	100	0	0.5	300	0.1
14	0.075404955198	0.0754049551979999	0	0.09	0.072	0.075404955198	0.0754049551979999	FGr	300	A12	C1	1000	100	0	0.5	300	0.1
15	0.07843205649	0.07843205649	0	0.072	0.062	0.07843205649	0.07843205649	NoCorrection	300	A12	C1	1000	100	0	0.5	300	0.1
16	0.032315288135	0.0323152881350001	0	0.451	0.471	0.032315288135	0.0323152881350001	ID	300	A12	C1	1000	100	0	0.5	300	0.1
17	-0.00754342321999998	-0.013660717	0	0.863	0.847	-0.00754342321999998	-0.013660717	1	1000	A12	C1	1000	100	0	0.5	300	0
18	-0.022654855745	-0.033955296	0	0.623	0.611	-0.022654855745	-0.033955296	FGr	1000	A12	C1	1000	100	0	0.5	300	0
19	-0.02297635351	-0.0341543865	0	0.619	0.588	-0.02297635351	-0.0341543865	NoCorrection	1000	A12	C1	1000	100	0	0.5	300	0
20	-0.02473924265	-0.035280162	0	0.571	0.584	-0.02473924265	-0.035280162	ID	1000	A12	C1	1000	100	0	0.5	300	0
21	-0.038791449165	-0.0149835865	0	0.359	0.814	-0.038791449165	-0.0149835865	1	1000	A12	C1	1000	100	0	0.5	300	0.01
22	-0.05185773004	-0.0719529185	0	0.188	0.227	-0.05185773004	-0.0719529185	FGr	1000	A12	C1	1000	100	0	0.5	300	0.01
23	-0.033650045581	-0.00490453699999994	0	0.415	0.939	-0.033650045581	-0.00490453699999994	NoCorrection	1000	A12	C1	1000	100	0	0.5	300	0.01
24	-0.0356710135	-0.00566648100000002	0	0.405	0.923	-0.0356710135	-0.00566648100000002	ID	1000	A12	C1	1000	100	0	0.5	300	0.01
25	0.036468511811	-0.0641055325	0	0.29	0.252	0.036468511811	-0.0641055325	1	1000	A12	C1	1000	100	0	0.5	300	0.03
26	0.038004846185	-0.0765405435	0	0.257	0.202	0.038004846185	-0.0765405435	FGr	1000	A12	C1	1000	100	0	0.5	300	0.03
27	0.058058941732	-0.027259205	0	0.084	0.653	0.058058941732	-0.027259205	NoCorrection	1000	A12	C1	1000	100	0	0.5	300	0.03
28	0.03093890346	-0.0727941875	0	0.374	0.235	0.03093890346	-0.0727941875	ID	1000	A12	C1	1000	100	0	0.5	300	0.03
29	-0.0372149358650001	-0.00630764850000003	0	0.304	0.912	-0.0372149358650001	-0.00630764850000003	1	1000	A12	C1	1000	100	0	0.5	300	0.1
30	-0.043319361941	-0.00934740849999999	0	0.221	0.857	-0.043319361941	-0.00934740849999999	FGr	1000	A12	C1	1000	100	0	0.5	300	0.1
31	-0.02739468086	0.000724392500000004	0	0.454	0.994	-0.02739468086	0.000724392500000004	NoCorrection	1000	A12	C1	1000	100	0	0.5	300	0.1
32	-0.04369412744	-0.00747585100000003	0	0.224	0.893	-0.04369412744	-0.00747585100000003	ID	1000	A12	C1	1000	100	0	0.5	300	0.1
33	0.01188255957	0.0353134290000001	0	0.785	0.718	0.01188255957	0.0353134290000001	1	10000	A12	C1	1000	100	0	0.5	300	0
34	0.00152124987999999	-0.081972412	0	0.976	0.447	0.00152124987999999	-0.081972412	FGr	10000	A12	C1	1000	100	0	0.5	300	0
35	-0.03015648498	-0.210220164	0	0.468	0.052	-0.03015648498	-0.210220164	NoCorrection	10000	A12	C1	1000	100	0	0.5	300	0
36	0.011164716338	0.033412241	0	0.795	0.748	0.011164716338	0.033412241	ID	10000	A12	C1	1000	100	0	0.5	300	0
37	0.063331433935	-0.0989747215	0	0.064	0.281	0.063331433935	-0.0989747215	1	10000	A12	C1	1000	100	0	0.5	300	0.01
38	0.05501952842	-0.1983308185	0	0.094	0.033	0.05501952842	-0.1983308185	FGr	10000	A12	C1	1000	100	0	0.5	300	0.01
39	0.0261017544435	-0.345800413	0	0.437	0	0.0261017544435	-0.345800413	NoCorrection	10000	A12	C1	1000	100	0	0.5	300	0.01
40	0.060101805315	-0.139674743	0	0.075	0.11	0.060101805315	-0.139674743	ID	10000	A12	C1	1000	100	0	0.5	300	0.01
41	-0.07038913938	0.0683268985	0	0.067	0.415	-0.07038913938	0.0683268985	1	10000	A12	C1	1000	100	0	0.5	300	0.03
42	-0.0794889200199999	-0.0304944305	0	0.036	0.717	-0.0794889200199999	-0.0304944305	FGr	10000	A12	C1	1000	100	0	0.5	300	0.03
43	-0.06575280573	0.078809562	0	0.074	0.371	-0.06575280573	0.078809562	NoCorrection	10000	A12	C1	1000	100	0	0.5	300	0.03
44	-0.071689926573	0.0395191765	0	0.054	0.643	-0.071689926573	0.0395191765	ID	10000	A12	C1	1000	100	0	0.5	300	0.03
45	-0.11212212905	0.0453717085	0	0.001	0.663	-0.11212212905	0.0453717085	1	10000	A12	C1	1000	100	0	0.5	300	0.1
46	-0.106088781656	0.0985652835000001	0	0.004	0.297	-0.106088781656	0.0985652835000001	FGr	10000	A12	C1	1000	100	0	0.5	300	0.1
47	-0.092223368581	0.1693294425	0	0.003	0.061	-0.092223368581	0.1693294425	NoCorrection	10000	A12	C1	1000	100	0	0.5	300	0.1
48	-0.109896768428	0.055725927	0	0.001	0.548	-0.109896768428	0.055725927	ID	10000	A12	C1	1000	100	0	0.5	300	0.1
49	-0.0469301670429999	-0.0469301670429999	0	0.086	0.094	-0.0469301670429999	-0.0469301670429999	1	300	A12	C1	1000	1000	0	0.5	300	0
50	-0.0799344659875	-0.0799344659875	0	0	0.002	-0.0799344659875	-0.0799344659875	FGr	300	A12	C1	1000	1000	0	0.5	300	0
51	-0.0774008274775	-0.0774008274775	0	0.004	0.005	-0.0774008274775	-0.0774008274775	NoCorrection	300	A12	C1	1000	1000	0	0.5	300	0
52	-0.0781782991	-0.0781782991000001	0	0.003	0.004	-0.0781782991	-0.0781782991000001	ID	300	A12	C1	1000	1000	0	0.5	300	0
53	-0.0304500483124999	-0.0304500483124999	0	0.315	0.292	-0.0304500483124999	-0.0304500483124999	1	300	A12	C1	1000	1000	0	0.5	300	0.01
54	-0.0457892067559999	-0.0457892067559999	0	0.109	0.114	-0.0457892067559999	-0.0457892067559999	FGr	300	A12	C1	1000	1000	0	0.5	300	0.01
55	-0.0648931157835	-0.0648931157835	0	0.034	0.024	-0.0648931157835	-0.0648931157835	NoCorrection	300	A12	C1	1000	1000	0	0.5	300	0.01
56	-0.0508862306775001	-0.0508862306775	0	0.089	0.093	-0.0508862306775001	-0.0508862306775	ID	300	A12	C1	1000	1000	0	0.5	300	0.01
57	0.00805031233299998	0.00805031233299998	0	0.718	0.708	0.00805031233299998	0.00805031233299998	1	300	A12	C1	1000	1000	0	0.5	300	0.03
58	0.00522069156000003	0.00522069156000003	0	0.798	0.843	0.00522069156000003	0.00522069156000003	FGr	300	A12	C1	1000	1000	0	0.5	300	0.03
59	-0.02375911906554	-0.02375911906554	0	0.322	0.311	-0.02375911906554	-0.02375911906554	NoCorrection	300	A12	C1	1000	1000	0	0.5	300	0.03
60	0.01825954182	0.01825954182	0	0.443	0.429	0.01825954182	0.01825954182	ID	300	A12	C1	1000	1000	0	0.5	300	0.03
61	-0.0374106480237	-0.0374106480237	0	0.218	0.234	-0.0374106480237	-0.0374106480237	1	300	A12	C1	1000	1000	0	0.5	300	0.1
62	0.0334169025567	0.0334169025567	0	0.283	0.293	0.0334169025567	0.0334169025567	FGr	300	A12	C1	1000	1000	0	0.5	300	0.1
