	V1	num	avg_r2	lowerci	upperci
1	1	100	0.0259347284474317	0.0219063609074672	0.0299630959873962
2	2	100	0.0566136079210043	0.0562929110397806	0.0569343048022281
3	3	100	0.0851949565127199	0.0847351919804324	0.0856547210450074
4	4	100	0.0852772139268566	0.0848212481763646	0.0857331796773485
5	5	100	0.0853587857276202	0.0848990074649808	0.0858185639902595
6	6	100	0.0855204141635368	0.0850543882829429	0.0859864400441306
7	7	100	0.0856544507379423	0.08518410081157	0.0861248006643147
8	8	100	0.104053785081679	0.100428606267514	0.107678963895843
9	9	100	0.120506733851819	0.116762476648563	0.124250991055075
10	10	100	0.138134974963252	0.135770834732785	0.140499115193719
11	11	100	0.161758692722823	0.157792993208212	0.165724392237434
12	12	100	0.187389710991324	0.184249722011203	0.190529699971444
13	13	100	0.218069114593798	0.211755130257409	0.224383098930188
14	14	100	0.24581562101123	0.23882322848855	0.252808013533909
15	15	100	0.264097486980854	0.256339827342754	0.271855146618955
16	16	100	0.285299961306647	0.278257692207706	0.292342230405588
17	17	100	0.328738960394811	0.319552503675832	0.33792541711379
18	18	100	0.367014079749933	0.360226731549091	0.373801427950775
19	19	100	0.390276142431655	0.382850692386128	0.397701592477182
20	20	100	0.408491890017762	0.401626441418869	0.415357338616655
21	21	100	0.426575176104114	0.42010521587515	0.433045136333079
22	22	100	0.439648730695954	0.433293710926449	0.446003750465458
23	23	100	0.451888053635885	0.445718375907656	0.458057731364115
24	24	100	0.463522584699149	0.457823011155444	0.469222158242854
25	25	100	0.477954460407655	0.472736610060986	0.483172310754324
26	26	100	0.487384589365197	0.481667266699074	0.49310191203132
27	27	100	0.500871381532679	0.494567744903332	0.507175018162026
28	28	100	0.518124692951986	0.511251129911403	0.52499825599257
29	29	100	0.543734870222866	0.537060859088553	0.55040888135718
30	30	100	0.563904294041093	0.556145050763266	0.57166353731892
31	31	100	0.585316664772958	0.577460622931847	0.593172706614069
32	32	100	0.614077024071943	0.606170900493012	0.621983147650875
33	33	100	0.642878162133218	0.636275646187217	0.649480678079219
34	34	100	0.660640162903444	0.655483301740517	0.665797024066372
35	35	100	0.672200015721761	0.668490898848444	0.675909132595077
36	36	100	0.674183223205762	0.670648170625849	0.677718275785675
37	37	100	0.67574835948866	0.672243278479995	0.679253440497325
38	38	100	0.677022849573531	0.673525327661604	0.680520371485458
39	39	100	0.677895532299055	0.674440261190749	0.681350803407361
40	40	100	0.67894539693493	0.675555270469945	0.682335523399915
41	41	100	0.679917493397517	0.676567807027832	0.683267179767202
42	42	100	0.680907030270713	0.677571682028654	0.684242378512772
43	43	100	0.681782670540423	0.67841447412428	0.685150866956565
44	44	100	0.682767100894975	0.679450120453078	0.686084081336872
45	45	100	0.683694840585818	0.680445968732423	0.686943712439212
46	46	100	0.684555239105298	0.681358986355876	0.68775149185472
47	47	100	0.685488436686002	0.682336285646094	0.688640587725909
48	48	100	0.686209296717442	0.683090092009697	0.689328501425187
49	49	100	0.686907703413205	0.683798882869433	0.690016523956977
50	50	100	0.687544601817153	0.684438618173383	0.690650585460923
51	51	100	0.68823402483112	0.685127607909375	0.691340441752864
52	52	100	0.688962389084696	0.685892757902596	0.692032020266797
