	V1	error	rep	config	gwas_size	test_size	L	type
1	1	0.915555800033015	E1	C1	1000	1000	500	FGr
2	2	0.837281762229493	E1	C1	1000	1000	810	FGr
3	3	0.808388962489418	E1	C1	1000	1000	1320	FGr
4	4	0.66152880397499	E1	C1	1000	1000	2100	FGr
5	5	0.553547379703166	E1	C1	1000	1000	3400	FGr
6	6	0.438971567948086	E1	C1	1000	1000	5500	FGr
7	7	0.346937639641582	E1	C1	1000	1000	9000	FGr
8	8	0.2328234054588	E1	C1	1000	1000	14600	FGr
9	9	0.152513901583769	E1	C1	1000	1000	23600	FGr
10	10	0.111115983757564	E1	C1	1000	1000	38200	FGr
11	11	0.0661598506445539	E1	C1	1000	1000	61800	FGr
12	12	0.043732845850375	E1	C1	1000	1000	1e+05	FGr
13	13	0.998521453901883	E1	C1	1000	1000	500	PC1
14	14	0.980119075580017	E1	C1	1000	1000	810	PC1
15	15	0.985986934800645	E1	C1	1000	1000	1320	PC1
16	16	0.977045758250984	E1	C1	1000	1000	2100	PC1
17	17	0.998393934749857	E1	C1	1000	1000	3400	PC1
18	18	0.612092690770301	E1	C1	1000	1000	5500	PC1
19	19	0.416135822062355	E1	C1	1000	1000	9000	PC1
20	20	0.276499815091789	E1	C1	1000	1000	14600	PC1
21	21	0.165012008660097	E1	C1	1000	1000	23600	PC1
22	22	0.113503154504774	E1	C1	1000	1000	38200	PC1
23	23	0.0693639890973635	E1	C1	1000	1000	61800	PC1
24	24	0.041946016596568	E1	C1	1000	1000	1e+05	PC1
25	1	0.87499306362497	E2	C1	1000	1000	500	FGr
26	2	0.882794397298887	E2	C1	1000	1000	810	FGr
27	3	0.747323778749412	E2	C1	1000	1000	1320	FGr
28	4	0.703218350741135	E2	C1	1000	1000	2100	FGr
29	5	0.548920954237235	E2	C1	1000	1000	3400	FGr
30	6	0.451431714525416	E2	C1	1000	1000	5500	FGr
31	7	0.34966793764645	E2	C1	1000	1000	9000	FGr
32	8	0.259606824661695	E2	C1	1000	1000	14600	FGr
33	9	0.170689815540279	E2	C1	1000	1000	23600	FGr
34	10	0.111765795095974	E2	C1	1000	1000	38200	FGr
35	11	0.0684630130569244	E2	C1	1000	1000	61800	FGr
